,words,freq
3943,offed,1
3944,offer,19
3945,often,19
3946,ogden,1
3947,ogled,1
3948,ogler,1
3949,ogles,1
3950,ogres,1
3951,oiled,3
3952,oinks,1
3953,okapi,1
3954,okays,1
3955,oking,1
3956,okras,1
3957,olden,2
3958,older,14
3959,oldie,1
3960,olive,15
3961,ollie,1
3962,olmec,1
3963,olsen,1
3964,olson,1
3965,omaha,1
3966,omani,1
3967,omega,4
3968,omens,4
3969,omits,1
3970,oneal,1
3971,onega,1
3972,onion,2
3973,onset,8
3974,oohed,1
3975,oomph,1
3976,oozed,1
3977,oozes,1
3978,opals,1
3979,opens,9
3980,opera,10
3981,opine,3
3982,oping,1
3983,opium,4
3984,oprah,1
3985,opted,1
3986,optic,1
3987,orals,1
3988,orate,1
3989,orbit,2
3990,order,18
3991,organ,14
3992,oriel,1
3993,orion,8
3994,oriya,1
3995,orlon,1
3996,orris,1
3997,ortiz,1
3998,orval,1
3999,osage,1
4000,osaka,1
4001,oscar,2
4002,osier,1
4003,osman,1
4004,other,19
4005,otter,15
4006,ought,19
4007,ouija,1
4008,ounce,5
4009,ousts,1
4010,outdo,1
4011,outed,1
4012,outer,15
4013,outgo,1
4014,outre,1
4015,outta,1
4016,ouzos,1
4017,ovals,1
4018,ovary,1
4019,ovate,1
4020,ovens,1
4021,overs,1
4022,overt,1
4023,ovoid,1
4024,ovule,1
4025,owens,1
4026,owing,14
4027,owlet,1
4028,owned,11
4029,owner,14
4030,oxbow,1
4031,oxide,1
4032,ozark,1
4033,ozone,1
4034,ozzie,1
4035,pablo,1
4036,pabst,1
4037,paced,11
4038,pacer,1
4039,paces,10
4040,pacey,1
4041,packs,3
4042,pacts,1
4043,paddy,1
4044,padre,1
4045,paean,1
4046,pagan,13
4047,paged,1
4048,pager,1
4049,pages,11
4050,paige,1
4051,pails,2
4052,paine,4
4053,pains,16
4054,paint,11
4055,pairs,10
4056,paled,2
4057,paleo,1
4058,paler,3
4059,pales,2
4060,paley,1
4061,palls,1
4062,pally,1
4063,palms,13
4064,palmy,4
4065,palsy,11
4066,panda,1
4067,panel,8
4068,panes,5
4069,pangs,12
4070,panic,11
4071,pansy,1
4072,panto,1
4073,pants,3
4074,panza,1
4075,papal,1
4076,papas,1
4077,paper,17
4078,pappy,1
4079,paras,1
4080,parch,2
4081,parcs,1
4082,pared,1
4083,parer,1
4084,pares,1
4085,paris,13
4086,parka,1
4087,parks,5
4088,parky,1
4089,parry,4
4090,parse,1
4091,parts,18
4092,party,18
4093,pasco,1
4094,pasha,1
4095,passe,9
4096,pasta,1
4097,paste,3
4098,pasts,1
4099,pasty,1
4100,patch,14
4101,patel,1
4102,pates,1
4103,paths,15
4104,patio,1
4105,patna,1
4106,patsy,1
4107,patti,1
4108,patty,14
4109,paula,1
4110,pauli,1
4111,pause,17
4112,paved,9
4113,paves,1
4114,pawed,1
4115,pawls,1
4116,pawns,1
4117,payed,3
4118,payee,1
4119,payer,1
4120,payne,1
4121,peace,19
4122,peach,1
4123,peaks,11
4124,peaky,1
4125,peale,2
4126,peals,5
4127,pearl,10
4128,pears,1
4129,peary,1
4130,peaty,1
4131,pecan,1
4132,pecks,4
4133,pecos,1
4134,pedal,1
4135,pedro,5
4136,peeks,1
4137,peels,2
4138,peens,1
4139,peeps,1
4140,peers,9
4141,peeve,1
4142,peggy,11
4143,pekes,1
4144,pekoe,1
4145,pelee,1
4146,pelts,1
4147,penal,3
4148,pence,9
4149,pends,1
4150,penis,1
4151,penna,1
4152,penny,15
4153,peons,1
4154,peony,1
4155,pepin,1
4156,peppy,1
4157,pepsi,1
4158,pepys,1
4159,perch,12
4160,percy,2
4161,perez,3
4162,peril,13
4163,perks,1
4164,perky,1
4165,perls,1
4166,perms,1
4167,peron,1
4168,perot,1
4169,perry,16
4170,perth,11
4171,pervs,1
4172,pesky,1
4173,pesos,1
4174,pesto,1
4175,pests,1
4176,petal,1
4177,peter,18
4178,petra,1
4179,petty,9
4180,pewee,1
4181,pewit,1
4182,phage,1
4183,phase,6
4184,phial,1
4185,phish,1
4186,phlox,1
4187,phone,1
4188,phony,1
4189,photo,1
4190,phyla,1
4191,piano,10
4192,picks,5
4193,picky,1
4194,picot,1
4195,piece,18
4196,piers,3
4197,piety,8
4198,piggy,1
4199,piing,1
4200,piked,1
4201,piker,1
4202,pikes,2
4203,pilaf,1
4204,piled,13
4205,piles,6
4206,pills,3
4207,pilot,14
4208,pimps,1
4209,pinch,9
4210,pined,3
4211,pines,12
4212,piney,2
4213,pings,1
4214,pinko,1
4215,pinks,3
4216,pinny,2
4217,pinon,2
4218,pinto,1
4219,pints,1
4220,pinup,1
4221,pious,12
4222,piped,7
4223,piper,3
4224,pipes,12
4225,pipit,1
4226,pique,2
4227,piste,1
4228,pitas,1
4229,pitch,16
4230,pithy,1
4231,piton,1
4232,pitta,1
4233,pitts,1
4234,pivot,7
4235,pixel,1
4236,pixie,1
4237,pizza,1
4238,place,19
4239,plaid,6
4240,plain,18
4241,plait,2
4242,plane,10
4243,plank,13
4244,plano,1
4245,plans,14
4246,plant,16
4247,plash,1
4248,plate,14
4249,plath,1
4250,plato,5
4251,plats,1
4252,platy,1
4253,plays,13
4254,plaza,1
4255,plead,15
4256,pleas,12
4257,pleat,1
4258,plebe,1
4259,plebs,1
4260,plied,1
4261,plies,1
4262,pliny,8
4263,plods,1
4264,plonk,1
4265,plops,1
4266,plots,8
4267,plows,1
4268,ploys,1
4269,pluck,15
4270,plugs,1
4271,plumb,5
4272,plume,5
4273,plump,10
4274,plums,14
4275,plumy,1
4276,plunk,1
4277,plush,1
4278,pluto,1
4279,pming,1
4280,poach,1
4281,pocks,1
4282,poems,16
4283,poesy,1
4284,poets,14
4285,point,19
4286,poise,7
4287,poked,7
4288,poker,2
4289,pokes,1
4290,pokey,1
4291,polar,11
4292,poled,1
4293,poles,10
4294,polio,1
4295,polka,1
4296,polls,6
4297,polly,1
4298,polyp,1
4299,polys,1
4300,pommy,1
4301,ponce,1
4302,poncy,1
4303,ponds,7
4304,pones,1
4305,pongs,1
4306,pooch,1
4307,pooed,1
4308,poofs,1
4309,poohs,1
4310,poole,1
4311,pools,10
4312,poona,1
4313,poops,1
4314,popes,1
4315,poppa,1
4316,poppy,1
4317,popup,1
4318,porch,15
4319,pored,1
4320,pores,1
4321,porgy,1
4322,porky,1
4323,porno,1
4324,porto,1
4325,ports,10
4326,posed,1
4327,poser,1
4328,poses,1
4329,posit,1
4330,posse,4
4331,posts,15
4332,potts,1
4333,potty,1
4334,pouch,3
4335,poufs,1
4336,pound,13
4337,pours,7
4338,pouts,1
4339,power,19
4340,poxes,1
4341,prada,1
4342,prado,1
4343,praia,1
4344,prams,1
4345,prang,1
4346,prank,1
4347,prate,3
4348,prats,1
4349,pratt,8
4350,prawn,1
4351,prays,3
4352,preen,1
4353,preps,1
4354,press,15
4355,preys,1
4356,priam,4
4357,price,17
4358,prick,11
4359,pride,18
4360,pried,1
4361,prier,1
4362,pries,1
4363,prigs,1
4364,prime,13
4365,primp,1
4366,print,13
4367,prion,1
4368,prior,9
4369,prism,1
4370,prius,1
4371,privy,8
4372,prize,16
4373,probe,1
4374,prods,1
4375,profs,1
4376,prole,1
4377,promo,1
4378,proms,1
4379,prone,10
4380,prong,1
4381,proof,17
4382,props,2
4383,prose,10
4384,prosy,1
4385,proud,18
4386,prove,17
4387,provo,1
4388,prowl,1
4389,prows,3
4390,proxy,1
4391,prude,1
4392,prune,5
4393,pryor,1
4394,psalm,9
4395,pseud,1
4396,pshaw,8
4397,psych,1
4398,pubes,1
4399,pubic,1
4400,pubis,1
4401,pucks,1
4402,pudgy,1
4403,puffs,8
4404,puffy,1
4405,puget,2
4406,puked,1
4407,pukes,1
4408,pukka,1
4409,puled,1
4410,pules,1
4411,pulls,4
4412,pulps,1
4413,pulpy,1
4414,pulse,14
4415,pumas,1
4416,pumps,11
4417,punch,6
4418,punic,1
4419,punks,1
4420,punts,1
4421,pupae,1
4422,pupal,1
4423,pupil,10
4424,puppy,11
4425,puree,1
4426,purer,8
4427,purge,12
4428,purim,5
4429,purls,1
4430,purrs,1
4431,purse,15
4432,purus,1
4433,pusan,1
4434,pusey,1
4435,pushy,1
4436,pussy,1
4437,putin,1
4438,putts,1
4439,putty,1
4440,pwned,1
4441,pygmy,1
4442,pylon,1
4443,pyotr,1
4444,pyres,1
4445,pyrex,1
4446,pyxes,1
4447,pzazz,1
4448,qatar,1
4449,quack,1
4450,quads,1
4451,quaff,2
4452,quail,2
4453,quake,5
4454,quaky,1
4455,qualm,1
4456,quark,1
4457,quart,2
4458,quash,1
4459,quasi,1
4460,quays,1
4461,queen,18
4462,queer,17
4463,quell,8
4464,query,4
4465,quest,12
4466,queue,1
4467,quick,17
4468,quids,1
4469,quiet,18
4470,quiff,1
4471,quill,6
4472,quilt,2
4473,quine,1
4474,quinn,1
4475,quins,1
4476,quint,1
4477,quips,1
4478,quire,5
4479,quirk,1
4480,quirt,1
4481,quite,19
4482,quito,3
4483,quits,4
4484,quoin,3
4485,quoit,1
4486,quota,1
4487,quote,2
4488,quoth,2
4489,quran,1
4490,rabat,1
4491,rabbi,8
4492,rabid,1
4493,rabin,1
4494,raced,6
4495,racer,1
4496,races,12
4497,racks,1
4498,radar,1
4499,radii,1
4500,radio,1
4501,radon,1
4502,rafts,2
4503,ragas,1
4504,raged,6
4505,rages,4
4506,ragga,1
4507,raids,1
4508,rails,5
4509,rains,6
4510,rainy,4
4511,raise,17
4512,rajah,1
4513,raked,4
4514,rakes,3
4515,rally,3
4516,ralph,1
4517,rambo,1
4518,ramie,1
4519,ramon,1
4520,ramos,1
4521,ramps,1
4522,ranch,1
4523,randi,1
4524,randy,1
4525,ranee,1
4526,range,12
4527,rangy,1
4528,ranks,15
4529,rants,1
4530,raoul,1
4531,raped,1
4532,raper,1
4533,rapes,1
4534,rapid,15
4535,rared,1
4536,rarer,2
4537,rares,1
4538,rasps,1
4539,raspy,1
4540,rasta,1
4541,rated,6
4542,rater,1
4543,rates,2
4544,ratio,1
4545,ratty,1
4546,raved,2
4547,ravel,1
4548,raven,9
4549,raver,1
4550,raves,1
4551,rawer,1
4552,rayon,1
4553,razed,1
4554,razes,1
4555,razor,10
4556,reach,17
4557,react,1
4558,reads,8
4559,ready,19
4560,realm,12
4561,reals,1
4562,reams,1
4563,reaps,1
4564,rearm,1
4565,rears,2
4566,rebel,13
4567,rebid,1
4568,rebus,1
4569,rebut,2
4570,recap,1
4571,recce,1
4572,recon,1
4573,recto,1
4574,recur,4
4575,redid,1
4576,redis,1
4577,redye,1
4578,reeds,10
4579,reedy,1
4580,reefs,2
4581,reeks,1
4582,reels,1
4583,reese,1
4584,reeve,1
4585,refer,8
4586,refit,1
4587,regal,11
4588,regex,1
4589,regor,1
4590,rehab,1
4591,reich,1
4592,reify,1
4593,reign,18
4594,reins,12
4595,rejig,1
4596,relax,2
4597,relay,1
4598,relic,1
4599,remap,1
4600,remit,3
4601,remix,1
4602,remus,1
4603,renal,1
4604,rends,1
4605,renee,1
4606,renew,11
4607,rents,3
4608,reorg,1
4609,repay,10
4610,repel,6
4611,reply,16
4612,reran,1
4613,rerun,1
4614,resat,1
4615,reset,1
4616,resew,1
4617,resin,1
4618,resit,1
4619,resow,1
4620,rests,10
4621,retch,1
4622,retie,1
4623,retro,1
4624,retry,1
4625,reuse,1
4626,revel,3
4627,revue,1
4628,rewed,1
4629,reyes,1
4630,reyna,1
4631,rheas,1
4632,rheum,1
4633,rhine,1
4634,rhino,1
4635,rhoda,1
4636,rhode,1
4637,rhone,1
4638,rhyme,10
4639,rials,1
4640,riced,1
4641,ricer,1
4642,rices,1
4643,ricks,1
4644,ricky,1
4645,rider,11
4646,rides,8
4647,ridge,12
4648,ridgy,1
4649,rifer,1
4650,riffs,1
4651,rifle,9
4652,rifts,1
4653,rigel,1
4654,riggs,1
4655,right,19
4656,rigid,13
4657,rigor,1
4658,riled,1
4659,riles,1
4660,riley,1
4661,rilke,1
4662,rills,4
4663,rimed,1
4664,rimes,1
4665,rinds,1
4666,ringo,1
4667,rings,16
4668,rinks,1
4669,rinse,1
4670,riots,3
4671,ripen,7
4672,riper,2
4673,risen,17
4674,riser,1
4675,rises,13
4676,risks,4
4677,risky,1
4678,rites,12
4679,ritzy,1
4680,rival,12
4681,rivas,1
4682,rived,1
4683,riven,2
4684,river,18
4685,rives,1
4686,rivet,9
4687,riyal,1
4688,rizal,1
4689,roach,1
4690,roads,13
4691,roams,1
4692,roans,1
4693,roars,1
4694,roast,11
4695,robby,1
4696,robed,7
4697,robes,13
4698,robin,9
4699,robot,1
4700,robyn,1
4701,rocco,1
4702,rocha,1
4703,roche,1
4704,rocks,17
4705,rocky,10
4706,rodeo,1
4707,rodin,1
4708,roger,1
4709,roget,1
4710,rogue,8
4711,roils,1
4712,rojas,1
4713,roles,1
4714,rolex,1
4715,rolls,13
4716,roman,16
4717,romeo,4
4718,romes,1
4719,romps,1
4720,ronda,1
4721,rondo,1
4722,ronny,1
4723,roods,2
4724,roofs,11
4725,rooks,1
4726,rooms,16
4727,roomy,1
4728,roost,1
4729,roots,16
4730,roped,1
4731,roper,1
4732,ropes,14
4733,roses,14
4734,rosie,1
4735,rosin,15
4736,rotas,1
4737,rotor,1
4738,roues,1
4739,rouge,2
4740,rough,15
4741,round,19
4742,rouse,12
4743,roust,1
4744,route,8
4745,routs,1
4746,roved,1
4747,rover,3
4748,roves,1
4749,rowan,1
4750,rowdy,2
4751,rowed,6
4752,rowel,1
4753,rower,1
4754,roxie,1
4755,royal,17
4756,royce,1
4757,rsfsr,1
4758,ruben,1
4759,rubes,1
4760,rubik,1
4761,rubin,1
4762,ruble,1
4763,rucks,1
4764,ruddy,11
4765,ruder,2
4766,ruffs,1
4767,rufus,2
4768,rugby,1
4769,ruing,1
4770,ruins,13
4771,ruled,13
4772,ruler,16
4773,rules,12
4774,rumba,1
4775,rummy,1
4776,rumor,3
4777,rumps,1
4778,runes,1
4779,rungs,1
4780,runic,1
4781,runny,1
4782,runts,1
4783,runty,1
4784,rupee,1
4785,rural,10
4786,ruses,1
4787,rushy,2
4788,rusks,1
4789,russo,1
4790,rusts,1
4791,rusty,4
4792,rutan,1
4793,rutty,1
4794,ryder,1
4795,saber,1
4796,sabik,1
4797,sabin,1
4798,sable,8
4799,sabot,1
4800,sabra,1
4801,sabre,2
4802,sacco,1
4803,sachs,1
4804,sacks,9
4805,sacra,1
4806,sadat,1
4807,sades,1
4808,sadhu,1
4809,sadie,1
4810,sadly,14
4811,safer,8
4812,safes,2
4813,sagan,1
4814,sagas,1
4815,sager,1
4816,sages,3
4817,saggy,1
4818,sahel,1
4819,sahib,1
4820,sails,16
4821,saint,14
4822,saiph,1
4823,saith,19
4824,sakai,1
4825,sakha,1
4826,salad,9
4827,salas,1
4828,salem,5
4829,sales,2
4830,sally,10
4831,salon,1
4832,salsa,1
4833,salts,3
4834,salty,1
4835,salve,1
4836,salvo,1
4837,samar,1
4838,samba,1
4839,sames,1
4840,samey,1
4841,sammy,15
4842,samoa,1
4843,sands,14
4844,sandy,6
4845,saner,3
4846,sangs,1
4847,sanka,1
4848,santa,5
4849,sappy,1
4850,sarah,15
4851,saran,1
4852,sarge,1
4853,saris,1
4854,sarky,1
4855,sarto,1
4856,sasha,1
4857,sassy,1
4858,satan,17
4859,satay,1
4860,sated,3
4861,sates,1
4862,satin,9
4863,satyr,1
4864,sauce,5
4865,saucy,7
4866,saudi,1
4867,sauna,1
4868,saute,1
4869,saved,18
4870,saver,1
4871,saves,5
4872,savor,4
4873,savoy,1
4874,savvy,1
4875,sawed,3
4876,saxes,1
4877,saxon,4
4878,scabs,1
4879,scads,1
4880,scags,1
4881,scala,1
4882,scald,1
4883,scale,13
4884,scalp,7
4885,scaly,5
4886,scamp,3
4887,scams,1
4888,scans,1
4889,scant,6
4890,scare,6
4891,scarf,12
4892,scarp,1
4893,scars,4
4894,scary,1
4895,scats,1
4896,scene,17
4897,scent,13
4898,schmo,1
4899,schwa,1
4900,scion,1
4901,scoff,2
4902,scold,5
4903,scone,3
4904,scoop,2
4905,scoot,2
4906,scope,7
4907,score,12
4908,scorn,15
4909,scots,1
4910,scott,7
4911,scour,1
4912,scout,5
4913,scowl,3
4914,scows,1
4915,scrag,1
4916,scram,1
4917,scrap,6
4918,scree,1
4919,screw,9
4920,scrim,1
4921,scrip,7
4922,scrod,1
4923,scrog,1
4924,scrub,6
4925,scrum,1
4926,scuba,1
4927,scuds,1
4928,scuff,1
4929,scull,7
4930,scums,1
4931,scurf,1
4932,seals,10
4933,seams,7
4934,seamy,1
4935,sears,1
4936,seato,1
4937,seats,14
4938,sebum,1
4939,sects,1
4940,sedan,1
4941,seder,1
4942,sedge,2
4943,sedgy,1
4944,sedna,1
4945,seeds,14
4946,seedy,1
4947,seeks,10
4948,seems,18
4949,seeps,1
4950,seers,7
4951,segre,1
4952,segue,1
4953,seiko,1
4954,seine,3
4955,seize,13
4956,selim,2
4957,sells,2
4958,selma,1
4959,semen,1
4960,semis,1
4961,sends,11
4962,senna,1
4963,senor,3
4964,sense,18
4965,seoul,1
4966,sepal,1
4967,sepia,1
4968,sepoy,1
4969,septa,1
4970,serbs,1
4971,serer,1
4972,serfs,2
4973,serge,1
4974,serif,1
4975,serra,1
4976,serum,1
4977,serve,18
4978,servo,1
4979,seton,1
4980,setts,1
4981,setup,1
4982,seuss,1
4983,seven,19
4984,sever,5
4985,sewed,7
4986,sewer,1
4987,sexed,1
4988,sexes,8
4989,shack,1
4990,shade,16
4991,shads,1
4992,shady,10
4993,shaft,9
4994,shags,1
4995,shahs,1
4996,shaka,1
4997,shake,17
4998,shaky,3
4999,shale,1
5000,shall,19
5001,shalt,19
5002,shame,18
5003,shams,1
5004,shana,1
5005,shane,1
5006,shank,4
5007,shape,17
5008,shard,1
5009,share,17
5010,shari,1
5011,shark,14
5012,sharp,17
5013,shaun,1
5014,shave,11
5015,shawl,11
5016,shawn,1
5017,shays,1
5018,sheaf,9
5019,shear,4
5020,sheba,13
5021,sheds,2
5022,sheen,1
5023,sheep,18
5024,sheer,10
5025,sheet,12
5026,shelf,12
5027,shell,12
5028,sheol,1
5029,sheri,1
5030,shewn,13
5031,shews,4
5032,shied,1
5033,shier,1
5034,shies,1
5035,shift,9
5036,shill,1
5037,shims,1
5038,shine,16
5039,shins,1
5040,shiny,10
5041,ships,18
5042,shire,1
5043,shirk,1
5044,shirr,4
5045,shirt,13
5046,shits,1
5047,shiva,1
5048,shivs,1
5049,shoal,8
5050,shoat,1
5051,shock,16
5052,shoes,16
5053,shone,15
5054,shook,17
5055,shoos,1
5056,shoot,15
5057,shops,12
5058,shore,17
5059,short,19
5060,shots,8
5061,shout,16
5062,shove,1
5063,shown,14
5064,shows,15
5065,showy,4
5066,shred,3
5067,shrek,1
5068,shrew,1
5069,shrub,4
5070,shrug,1
5071,shuck,1
5072,shula,1
5073,shuns,1
5074,shunt,1
5075,shush,1
5076,shuts,6
5077,shyer,1
5078,shyly,1
5079,sibyl,1
5080,sicko,1
5081,sicks,1
5082,sided,6
5083,sides,17
5084,sidle,1
5085,siege,13
5086,sieve,6
5087,sifts,1
5088,sighs,12
5089,sight,19
5090,sigma,1
5091,signs,17
5092,sikhs,1
5093,silas,10
5094,silks,2
5095,silky,1
5096,sills,2
5097,silly,16
5098,silos,1
5099,silts,1
5100,silty,1
5101,silva,1
5102,simon,16
5103,sinai,14
5104,since,19
5105,sines,1
5106,sinew,4
5107,singe,1
5108,singh,1
5109,sings,14
5110,sinks,7
5111,sinus,1
5112,sioux,1
5113,sired,1
5114,siren,1
5115,sires,3
5116,sisal,1
5117,sises,1
5118,sissy,1
5119,sitar,1
5120,sited,1
5121,sites,3
5122,sivan,1
5123,sixes,1
5124,sixth,15
5125,sixty,15
5126,sized,12
5127,sizer,1
5128,sizes,3
5129,skate,1
5130,skeet,1
5131,skein,1
5132,skews,1
5133,skids,1
5134,skied,1
5135,skier,1
5136,skies,14
5137,skiff,4
5138,skill,15
5139,skimp,1
5140,skims,1
5141,skins,13
5142,skint,1
5143,skips,1
5144,skirt,11
5145,skits,1
5146,skive,1
5147,skoal,1
5148,skuas,1
5149,skulk,3
5150,skull,15
5151,skunk,3
5152,skype,1
5153,slabs,7
5154,slack,11
5155,slags,1
5156,slain,18
5157,slake,1
5158,slams,1
5159,slang,3
5160,slant,2
5161,slaps,1
5162,slash,4
5163,slate,9
5164,slats,1
5165,slave,14
5166,slavs,1
5167,slays,1
5168,sleds,1
5169,sleek,7
5170,sleep,18
5171,sleet,10
5172,slept,16
5173,slews,1
5174,slice,7
5175,slick,1
5176,slide,11
5177,slier,1
5178,slime,9
5179,slims,1
5180,slimy,5
5181,sling,10
5182,slink,4
5183,slips,4
5184,slits,1
5185,sloan,1
5186,slobs,1
5187,sloes,1
5188,slogs,1
5189,sloop,8
5190,slope,12
5191,slops,1
5192,slosh,1
5193,sloth,3
5194,slots,1
5195,slows,1
5196,slued,1
5197,slues,1
5198,slugs,1
5199,slump,1
5200,slums,1
5201,slung,8
5202,slunk,6
5203,slurp,1
5204,slurs,1
5205,slush,2
5206,sluts,1
5207,slyly,1
5208,smack,5
5209,small,19
5210,smart,15
5211,smash,6
5212,smear,2
5213,smell,16
5214,smelt,8
5215,smile,18
5216,smirk,1
5217,smite,17
5218,smith,18
5219,smock,1
5220,smogs,1
5221,smoke,17
5222,smoky,5
5223,smote,18
5224,smurf,1
5225,smuts,1
5226,snack,1
5227,snafu,1
5228,snags,1
