,words,freq
5229,snail,10
5230,snake,10
5231,snaky,7
5232,snaps,1
5233,snare,15
5234,snarf,1
5235,snark,1
5236,snarl,1
5237,snead,1
5238,sneak,1
5239,sneer,9
5240,snell,1
5241,snick,1
5242,snide,1
5243,sniff,1
5244,snipe,2
5245,snips,1
5246,snits,1
5247,snobs,2
5248,snogs,1
5249,snood,1
5250,snoop,1
5251,snoot,1
5252,snore,1
5253,snort,3
5254,snots,1
5255,snout,4
5256,snows,10
5257,snowy,12
5258,snubs,1
5259,snuff,7
5260,snugs,1
5261,soaks,1
5262,soaps,1
5263,soapy,1
5264,soars,2
5265,soave,1
5266,sober,14
5267,socks,8
5268,sodas,1
5269,soddy,1
5270,sodom,15
5271,sofas,2
5272,sofia,1
5273,softy,1
5274,soggy,2
5275,soils,3
5276,solar,4
5277,soled,1
5278,soles,11
5279,solid,16
5280,solis,1
5281,solon,1
5282,solos,1
5283,solve,7
5284,somme,1
5285,sonar,1
5286,songs,17
5287,sonia,1
5288,sonic,1
5289,sonja,1
5290,sonny,1
5291,sonya,1
5292,sooth,12
5293,sooty,5
5294,soppy,1
5295,sorer,1
5296,sores,4
5297,sorry,18
5298,sorta,1
5299,sorts,15
5300,soses,1
5301,sough,1
5302,souks,1
5303,souls,17
5304,sound,19
5305,soups,1
5306,soupy,1
5307,sours,1
5308,sousa,1
5309,souse,2
5310,south,18
5311,sowed,10
5312,sower,9
5313,soyuz,1
5314,space,17
5315,spade,14
5316,spahn,1
5317,spain,10
5318,spake,19
5319,spams,1
5320,spank,1
5321,spans,4
5322,spare,17
5323,spark,6
5324,spars,11
5325,spasm,9
5326,spate,1
5327,spats,1
5328,spawn,1
5329,spays,1
5330,speak,19
5331,spear,16
5332,speck,4
5333,specs,1
5334,speed,16
5335,speer,1
5336,spell,12
5337,spend,16
5338,spent,17
5339,sperm,18
5340,spews,1
5341,spica,1
5342,spice,7
5343,spics,1
5344,spicy,6
5345,spied,10
5346,spiel,1
5347,spies,12
5348,spiff,1
5349,spike,8
5350,spiky,1
5351,spill,4
5352,spine,12
5353,spins,2
5354,spinx,1
5355,spiny,1
5356,spire,3
5357,spiro,1
5358,spiry,1
5359,spite,17
5360,spits,1
5361,spitz,1
5362,spivs,1
5363,splat,1
5364,splay,1
5365,split,13
5366,spock,1
5367,spoil,17
5368,spoke,18
5369,spoof,1
5370,spook,1
5371,spool,2
5372,spoon,12
5373,spoor,1
5374,spore,1
5375,sport,13
5376,spots,12
5377,spout,15
5378,sprat,1
5379,spray,12
5380,spree,1
5381,sprig,2
5382,sprog,1
5383,spuds,1
5384,spume,1
5385,spumy,1
5386,spunk,1
5387,spurn,3
5388,spurs,5
5389,spurt,1
5390,sputa,1
5391,squab,1
5392,squad,1
5393,squat,3
5394,squaw,7
5395,squib,1
5396,squid,7
5397,stabs,2
5398,staci,1
5399,stack,2
5400,stacy,1
5401,stael,1
5402,staff,16
5403,stage,15
5404,stags,1
5405,stagy,1
5406,staid,13
5407,stain,11
5408,stair,8
5409,stake,11
5410,stale,7
5411,stalk,11
5412,stall,10
5413,stamp,8
5414,stand,19
5415,stank,4
5416,staph,1
5417,stare,14
5418,stark,10
5419,starr,1
5420,stars,18
5421,start,16
5422,stash,3
5423,state,18
5424,stats,1
5425,stave,9
5426,stays,11
5427,stdio,1
5428,stead,17
5429,steak,11
5430,steal,14
5431,steam,14
5432,steed,12
5433,steel,16
5434,steep,15
5435,steer,10
5436,stein,1
5437,stems,6
5438,steno,1
5439,stent,1
5440,steps,17
5441,stern,16
5442,stets,1
5443,steve,1
5444,stews,1
5445,stick,17
5446,sties,1
5447,stiff,13
5448,stile,6
5449,still,19
5450,stilt,1
5451,stine,1
5452,sting,12
5453,stink,8
5454,stint,1
5455,stirs,5
5456,stoat,1
5457,stock,15
5458,stoic,1
5459,stoke,1
5460,stole,14
5461,stomp,1
5462,stone,18
5463,stony,11
5464,stood,19
5465,stool,9
5466,stoop,12
5467,stops,9
5468,store,15
5469,stork,8
5470,storm,16
5471,story,18
5472,stoup,1
5473,stout,14
5474,stove,13
5475,stowe,1
5476,stows,1
5477,strap,2
5478,straw,15
5479,stray,10
5480,strep,1
5481,strew,7
5482,stria,1
5483,strip,13
5484,strop,1
5485,strum,1
5486,strut,1
5487,stubs,1
5488,stuck,14
5489,studs,3
5490,study,15
5491,stuff,16
5492,stump,12
5493,stung,10
5494,stunk,1
5495,stuns,1
5496,stunt,1
5497,style,16
5498,styli,1
5499,suave,1
5500,sucks,1
5501,sucre,1
5502,sudan,1
5503,sudra,1
5504,sudsy,1
5505,suede,1
5506,suety,1
5507,sugar,15
5508,suing,1
5509,suite,9
5510,suits,9
5511,sulfa,1
5512,sulks,3
5513,sulky,10
5514,sulla,1
5515,sully,1
5516,sumac,1
5517,sumps,1
5518,sunni,1
5519,sunny,12
5520,sunup,1
5521,super,1
5522,suppl,1
5523,supra,1
5524,surat,1
5525,surer,3
5526,surfs,1
5527,surge,5
5528,surly,4
5529,surya,1
5530,susan,18
5531,sushi,1
5532,susie,1
5533,swabs,1
5534,swags,1
5535,swain,1
5536,swami,1
5537,swamp,10
5538,swank,1
5539,swans,1
5540,swaps,1
5541,sward,1
5542,swarm,8
5543,swash,2
5544,swath,1
5545,swats,1
5546,sways,3
5547,swazi,1
5548,swear,17
5549,sweat,12
5550,swede,2
5551,sweep,14
5552,sweet,19
5553,swell,14
5554,swept,14
5555,swift,17
5556,swigs,1
5557,swill,1
5558,swims,10
5559,swine,12
5560,swing,11
5561,swipe,1
5562,swirl,1
5563,swish,1
5564,swiss,2
5565,switz,1
5566,swizz,1
5567,swoon,2
5568,swoop,1
5569,sword,19
5570,swore,12
5571,sworn,16
5572,swots,1
5573,swung,16
5574,sybil,1
5575,sykes,1
5576,sylph,1
5577,syncs,1
5578,synge,1
5579,synod,6
5580,synth,1
5581,syria,16
5582,syrup,1
5583,sysop,1
5584,tabby,1
5585,tabla,1
5586,table,19
5587,taboo,1
5588,tabor,10
5589,tacit,3
5590,tacks,2
5591,tacky,1
5592,tacos,1
5593,taegu,1
5594,taffy,1
5595,tagus,1
5596,tahoe,1
5597,taiga,1
5598,tails,12
5599,taine,1
5600,taint,8
5601,taken,19
5602,taker,1
5603,takes,16
5604,tales,13
5605,talks,12
5606,talky,1
5607,tally,7
5608,talon,1
5609,talus,1
5610,tamed,5
5611,tamer,4
5612,tames,2
5613,tamil,1
5614,tammi,1
5615,tammy,1
5616,tampa,1
5617,tamps,1
5618,tamra,1
5619,taney,1
5620,tango,1
5621,tangs,1
5622,tangy,1
5623,tania,1
5624,tanks,1
5625,tansy,1
5626,tanya,1
5627,tapas,1
5628,taped,1
5629,taper,4
5630,tapes,1
5631,tapir,1
5632,tardy,3
5633,tared,1
5634,tares,8
5635,tarim,1
5636,tarns,1
5637,taros,1
5638,tarot,1
5639,tarps,1
5640,tarry,15
5641,tarsi,1
5642,tarts,10
5643,tarty,1
5644,taser,1
5645,tasha,1
5646,tasks,5
5647,taste,18
5648,tasty,1
5649,tatar,1
5650,tater,1
5651,tatty,1
5652,tatum,1
5653,taunt,5
5654,taupe,1
5655,tawny,9
5656,taxed,5
5657,taxer,1
5658,taxes,3
5659,taxis,1
5660,taxon,1
5661,teach,18
5662,teaks,1
5663,teals,1
5664,teams,2
5665,tears,18
5666,teary,1
5667,tease,4
5668,teats,7
5669,techs,1
5670,teddy,1
5671,teems,1
5672,teens,1
5673,teeny,1
5674,teeth,17
5675,telex,1
5676,tells,15
5677,telly,1
5678,tempe,1
5679,tempo,1
5680,temps,1
5681,tempt,14
5682,tench,1
5683,tends,3
5684,tenet,1
5685,tenon,1
5686,tenor,7
5687,tense,1
5688,tenth,16
5689,tents,16
5690,tepee,1
5691,tepid,4
5692,terms,16
5693,terns,1
5694,terra,3
5695,terri,1
5696,terry,1
5697,terse,1
5698,tesla,1
5699,tesol,1
5700,tessa,1
5701,tests,3
5702,testy,1
5703,tetra,1
5704,tevet,1
5705,texan,1
5706,texas,10
5707,texes,1
5708,texts,2
5709,thais,1
5710,thane,13
5711,thanh,1
5712,thank,18
5713,thant,1
5714,tharp,1
5715,thaws,1
5716,thees,1
5717,theft,8
5718,their,19
5719,theme,11
5720,there,19
5721,therm,1
5722,these,19
5723,theta,1
5724,thews,4
5725,thick,18
5726,thief,16
5727,thieu,1
5728,thigh,14
5729,thine,19
5730,thing,19
5731,think,19
5732,thins,1
5733,third,18
5734,thole,1
5735,thong,1
5736,thorn,10
5737,those,19
5738,thoth,1
5739,thous,1
5740,three,19
5741,threw,17
5742,throb,8
5743,throe,2
5744,throw,16
5745,thrum,1
5746,thuds,1
5747,thugs,1
5748,thule,1
5749,thumb,14
5750,thump,9
5751,thunk,1
5752,thurs,1
5753,thyme,1
5754,tiara,2
5755,tiber,1
5756,tibet,1
5757,tibia,1
5758,ticks,1
5759,tidal,2
5760,tided,1
5761,tides,12
5762,tiers,4
5763,tiffs,1
5764,tiger,15
5765,tight,13
5766,tilde,1
5767,tiled,3
5768,tiler,1
5769,tiles,9
5770,tills,1
5771,tilts,1
5772,timed,6
5773,timer,1
5774,times,19
5775,timex,1
5776,timid,12
5777,timmy,1
5778,timon,1
5779,timor,2
5780,timur,1
5781,tines,1
5782,tinge,4
5783,tings,1
5784,tinny,1
5785,tints,7
5786,tipsy,3
5787,tired,16
5788,tires,8
5789,tirol,1
5790,tisha,1
5791,titan,1
5792,titch,1
5793,tithe,10
5794,title,13
5795,titty,1
5796,titus,11
5797,tizzy,1
5798,toads,1
5799,toady,1
5800,toast,4
5801,tobit,1
5802,today,14
5803,toddy,1
5804,toefl,1
5805,toffs,1
5806,togas,1
5807,toils,8
5808,tokay,1
5809,toked,1
5810,token,14
5811,tokes,1
5812,tokyo,1
5813,tolls,1
5814,tomas,1
5815,tombs,9
5816,tomes,1
5817,tommy,1
5818,tomsk,1
5819,tonal,1
5820,toned,3
5821,toner,1
5822,tones,12
5823,tonga,1
5824,tongs,11
5825,tonia,1
5826,tonic,1
5827,tonne,1
5828,tonto,1
5829,tonya,1
5830,tools,12
5831,tooth,13
5832,toots,1
5833,topaz,6
5834,topee,1
5835,topic,9
5836,topsy,2
5837,toque,1
5838,torah,1
5839,torch,10
5840,torso,1
5841,torte,1
5842,torts,1
5843,torus,1
5844,tosca,1
5845,total,13
5846,toted,1
5847,totem,1
5848,totes,1
5849,touch,18
5850,tough,8
5851,tours,1
5852,touts,1
5853,towed,8
5854,towel,4
5855,tower,17
5856,towns,15
5857,toxic,1
5858,toxin,1
5859,toyed,1
5860,trace,14
5861,traci,1
5862,track,13
5863,tract,6
5864,tracy,1
5865,trade,15
5866,trail,11
5867,train,16
5868,trait,2
5869,tramp,10
5870,trams,1
5871,trans,3
5872,traps,7
5873,trash,6
5874,trawl,1
5875,trays,1
5876,tread,15
5877,treas,1
5878,treat,13
5879,treed,1
5880,trees,19
5881,treks,1
5882,trend,1
5883,trent,1
5884,tress,1
5885,trews,1
5886,treys,1
5887,triad,1
5888,trial,16
5889,tribe,18
5890,trice,4
5891,trick,15
5892,tried,18
5893,trier,1
5894,tries,9
5895,trike,1
5896,trill,2
5897,trims,2
5898,trina,1
5899,trios,1
5900,tripe,1
5901,trips,1
5902,trite,1
5903,troll,1
5904,tromp,1
5905,trons,1
5906,troop,12
5907,trope,1
5908,troth,1
5909,trots,1
5910,trout,14
5911,trove,1
5912,trows,1
5913,troys,1
5914,truce,8
5915,truck,11
5916,trudy,1
5917,trued,1
5918,truer,6
5919,trues,1
5920,trugs,1
5921,truly,17
5922,trump,5
5923,trunk,14
5924,truss,1
5925,trust,18
5926,truth,19
5927,tryst,1
5928,tubal,8
5929,tubas,1
5930,tubby,1
5931,tubed,1
5932,tuber,1
5933,tubes,2
5934,tucks,1
5935,tudor,1
5936,tufts,5
5937,tulip,14
5938,tulle,1
5939,tulsa,1
5940,tumid,1
5941,tummy,1
5942,tumor,1
5943,tunas,1
5944,tuned,7
5945,tuner,1
5946,tunes,10
5947,tunic,1
5948,tunis,1
5949,tunny,1
5950,tuple,1
5951,tuque,1
5952,turbo,1
5953,turds,1
5954,turfs,1
5955,turfy,1
5956,turin,1
5957,turks,4
5958,turns,16
5959,turps,1
5960,tusks,4
5961,tutor,8
5962,tutsi,1
5963,tutti,2
5964,tutus,1
5965,tuxes,1
5966,twain,13
5967,twang,1
5968,twats,1
5969,tweak,1
5970,tweed,3
5971,tween,1
5972,tweet,1
5973,twerk,1
5974,twerp,1
5975,twice,17
5976,twigs,10
5977,twila,1
5978,twill,8
5979,twine,8
5980,twink,1
5981,twins,8
5982,twirl,2
5983,twist,10
5984,twits,1
5985,twixt,8
5986,tycho,1
5987,tying,5
5988,tykes,1
5989,tyler,1
5990,typed,1
5991,types,10
5992,typos,1
5993,tyree,1
5994,tyros,1
5995,tyson,1
5996,udall,1
5997,udder,1
5998,ukase,1
5999,ulcer,1
6000,ulnae,1
6001,ulnar,1
6002,ultra,1
6003,umbel,1
6004,umber,1
6005,umbra,1
6006,umiak,1
6007,umped,1
6008,unary,1
6009,unbar,7
6010,unbid,1
6011,unbox,1
6012,uncap,1
6013,uncle,17
6014,uncut,1
6015,under,19
6016,undid,1
6017,undue,3
6018,unfed,1
6019,unfit,10
6020,unfix,1
6021,unify,1
6022,union,14
6023,unite,11
6024,units,1
6025,unity,6
6026,unlit,1
6027,unman,1
6028,unmet,1
6029,unpin,1
6030,unsay,3
6031,unset,1
6032,untie,6
6033,until,19
6034,unwed,1
6035,unzip,1
6036,upend,1
6037,upped,1
6038,upper,16
6039,upset,10
6040,upton,1
6041,urals,1
6042,urban,1
6043,urged,14
6044,urges,6
6045,uriah,13
6046,uriel,10
6047,urine,1
6048,usage,11
6049,users,3
6050,usher,14
6051,using,13
6052,usual,18
6053,usurp,3
6054,usury,12
6055,uteri,1
6056,utica,1
6057,utter,16
6058,uvula,1
6059,uzbek,1
6060,vader,1
6061,vaduz,1
6062,vague,14
6063,vagus,1
6064,vales,10
6065,valet,6
6066,valid,1
6067,valor,2
6068,value,16
6069,valve,1
6070,vamps,2
6071,vance,1
6072,vanes,1
6073,vaped,1
6074,vapes,1
6075,vapid,1
6076,vapor,5
6077,vases,2
6078,vasts,1
6079,vault,10
6080,vaunt,2
6081,vaxes,1
6082,vedas,4
6083,veeps,1
6084,veers,2
6085,vegan,1
6086,vegas,1
6087,veges,1
6088,veils,2
6089,veins,12
6090,velar,1
6091,velds,1
6092,velez,1
6093,velma,1
6094,velum,1
6095,venal,1
6096,vends,1
6097,venom,7
6098,vents,1
6099,venue,1
6100,venus,2
6101,verbs,1
6102,verde,1
6103,verdi,1
6104,verge,5
6105,verna,1
6106,verne,1
6107,versa,1
6108,verse,13
6109,verso,1
6110,verve,1
6111,vesta,1
6112,vests,1
6113,vetch,1
6114,vexed,15
6115,vexes,1
6116,vials,7
6117,viand,1
6118,vibes,1
6119,vicar,4
6120,viced,1
6121,vices,6
6122,vichy,1
6123,vicki,1
6124,vicky,1
6125,vidal,1
6126,video,1
6127,views,15
6128,vigil,10
6129,vigor,4
6130,viler,1
6131,villa,12
6132,villi,1
6133,vilma,1
6134,vince,2
6135,vines,13
6136,vinyl,1
6137,viola,1
6138,viols,2
6139,viper,5
6140,viral,1
6141,vireo,1
6142,virgo,1
6143,virus,1
6144,visas,1
6145,vised,1
6146,vises,1
6147,visit,18
6148,visor,2
6149,vista,7
6150,vitae,1
6151,vital,12
6152,vitim,1
6153,vitus,1
6154,vivas,1
6155,vivid,12
6156,vixen,1
6157,vocab,1
6158,vocal,6
6159,vodka,1
6160,vogue,1
6161,voice,19
6162,voids,2
6163,voila,1
6164,voile,1
6165,voles,1
6166,volga,1
6167,volta,1
6168,volts,1
6169,volvo,1
6170,vomit,9
6171,vonda,1
6172,voted,3
6173,voter,2
6174,votes,4
6175,vouch,4
6176,vowed,13
6177,vowel,1
6178,vulva,1
6179,vying,1
6180,wacko,1
6181,wacks,1
6182,wacky,1
6183,waded,7
6184,wader,1
6185,wades,1
6186,wadge,1
6187,wadis,1
6188,wafer,4
6189,wafts,4
6190,waged,2
6191,wager,10
6192,wages,13
6193,wagon,8
6194,waifs,1
6195,wails,2
6196,wains,1
6197,waist,13
6198,waite,1
6199,waits,14
6200,waive,1
6201,waked,12
6202,waken,8
6203,wakes,10
6204,waldo,1
6205,waled,1
6206,wales,8
6207,walks,15
6208,walls,17
6209,wally,1
6210,walsh,1
6211,waltz,6
6212,wanda,1
6213,wands,1
6214,waned,2
6215,wanes,2
6216,wanks,1
6217,wanly,1
6218,wanna,1
6219,wants,16
6220,wards,8
6221,wares,6
6222,warez,1
6223,warms,1
6224,warns,1
6225,warps,1
6226,warts,1
6227,warty,1
6228,washy,1
6229,wasps,1
6230,waste,17
6231,watch,18
6232,water,19
6233,watts,1
6234,waugh,1
6235,waved,12
6236,waver,3
6237,waves,18
6238,waxed,14
6239,waxen,10
6240,waxes,4
6241,wayne,1
6242,wazoo,1
6243,weals,1
6244,weans,1
6245,wears,10
6246,weary,17
6247,weave,12
6248,weber,1
6249,wedge,10
6250,weeds,13
6251,weedy,5
6252,weeks,17
6253,weens,1
6254,weeny,2
6255,weeps,3
6256,weepy,1
6257,weest,1
6258,wefts,1
6259,weigh,12
6260,weill,1
6261,weird,7
6262,weirs,1
6263,weiss,1
6264,welds,1
6265,wells,12
6266,welly,1
6267,welsh,3
6268,welts,1
6269,wench,1
6270,wendi,1
6271,wends,1
6272,wendy,1
6273,wesak,1
6274,wests,1
6275,wetly,1
6276,wezen,1
6277,whack,1
6278,whale,19
6279,whams,1
6280,wharf,11
6281,whats,1
6282,wheal,1
6283,wheat,16
6284,wheel,17
6285,whelk,1
6286,whelm,2
6287,whelp,3
6288,whens,1
6289,where,19
6290,whets,1
6291,which,19
6292,whiff,4
6293,whigs,1
6294,while,19
6295,whims,6
6296,whine,3
6297,whiny,1
6298,whips,9
6299,whirl,8
6300,whirs,1
6301,whisk,1
6302,whist,8
6303,white,19
6304,whits,1
6305,whole,19
6306,whoop,2
6307,whops,1
6308,whore,11
6309,whorl,1
6310,whose,19
6311,whoso,15
6312,whups,1
6313,wicca,1
6314,wicks,1
6315,widen,2
6316,wider,11
6317,widow,16
6318,width,6
6319,wield,6
6320,wight,8
6321,wikis,1
6322,wilda,1
6323,wilde,5
6324,wilds,8
6325,wiled,1
6326,wiles,9
6327,wiley,1
6328,willa,1
6329,wills,6
6330,willy,1
6331,wilma,1
6332,wilts,1
6333,wimps,1
6334,wimpy,1
6335,wince,2
6336,winch,1
6337,winds,17
6338,windy,8
6339,wined,1
6340,wines,3
6341,wings,17
6342,winks,3
6343,winos,1
6344,wiped,11
6345,wiper,1
6346,wipes,1
6347,wired,2
6348,wires,4
6349,wised,1
6350,wiser,12
6351,wises,1
6352,wisps,2
6353,wispy,1
6354,witch,9
6355,withe,1
6356,witty,9
6357,wived,1
6358,wives,17
6359,wodge,1
6360,woken,2
6361,wolds,1
6362,wolfe,3
6363,wolff,1
6364,wolfs,1
6365,woman,19
6366,wombs,4
6367,women,19
6368,wonks,1
6369,wonky,1
6370,woods,17
6371,woody,7
6372,wooed,1
6373,wooer,1
6374,woofs,1
6375,woolf,1
6376,woozy,1
6377,words,19
6378,wordy,1
6379,works,19
6380,world,19
6381,worms,14
6382,wormy,1
6383,worry,8
6384,worse,18
6385,worst,16
6386,worth,18
6387,wotan,1
6388,would,19
6389,wound,16
6390,woven,11
6391,wowed,1
6392,wrack,3
6393,wraps,4
6394,wrath,18
6395,wreak,3
6396,wreck,13
6397,wrens,1
6398,wrest,9
6399,wring,7
6400,wrist,12
6401,write,18
6402,writs,1
6403,wrong,18
6404,wrote,17
6405,wroth,15
6406,wrung,8
6407,wryer,1
6408,wryly,1
6409,wuhan,1
6410,wurst,1
6411,wussy,1
6412,wyatt,1
6413,wyeth,1
6414,wylie,1
6415,xcvii,1
6416,xenia,1
6417,xenon,1
6418,xerox,1
6419,xhosa,1
6420,xians,1
6421,xingu,1
6422,xrefs,1
6423,xterm,1
6424,xviii,6
6425,xxiii,2
6426,xxvii,1
6427,xxxii,1
6428,xxxiv,1
6429,xxxix,1
6430,xxxvi,1
6431,xylem,1
6432,yacht,11
6433,yahoo,1
6434,yakut,1
6435,yalow,1
6436,yalta,1
6437,yanks,1
6438,yaqui,1
6439,yards,16
6440,yaren,1
6441,yarns,5
6442,yates,1
6443,yauco,1
6444,yawed,1
6445,yawls,1
6446,yawns,1
6447,yeahs,1
6448,yearn,2
6449,years,19
6450,yeast,3
6451,yeats,1
6452,yeggs,1
6453,yells,3
6454,yelps,1
6455,yemen,1
6456,yeses,1
6457,yetis,1
6458,yield,16
6459,yikes,1
6460,yobbo,1
6461,yodel,1
6462,yogic,1
6463,yogis,1
6464,yoked,5
6465,yokel,1
6466,yokes,5
6467,yolks,1
6468,yonks,1
6469,young,19
6470,yours,17
6471,youth,18
6472,yowls,1
6473,ypres,1
6474,yucca,1
6475,yucky,1
6476,yukky,1
6477,yukon,1
6478,yules,1
6479,yumas,1
6480,yummy,1
6481,yurts,1
6482,zaire,1
6483,zappa,1
6484,zappy,1
6485,zebra,1
6486,zebus,1
6487,zelig,1
6488,zelma,1
6489,zeros,1
6490,zests,1
6491,zesty,1
6492,zetas,1
6493,ziggy,1
6494,zilch,1
6495,zincs,1
6496,zines,1
6497,zings,1
6498,zingy,1
6499,zions,1
6500,zippy,1
6501,zloty,1
6502,zomba,1
6503,zonal,1
6504,zoned,2
6505,zones,8
6506,zooms,1
6507,zorch,1
6508,zorro,1
6509,zosma,1
6510,zukor,1
6511,zulus,1
