,answer,n_tries,last_n_choices,won,difficulty_level
18,abort,4.15,1.28,1.0,easy
1816,errol,4.15,1.57,1.0,easy
1777,emory,4.15,1.82,1.0,easy
5840,torso,4.15,1.47,0.99,easy
1628,dryad,4.15,1.26,1.0,easy
2833,islam,4.15,1.28,1.0,easy
3040,knave,4.15,4.13,1.0,easy
2143,frogs,4.15,5.46,0.96,easy
51,adela,4.15,9.06,1.0,easy
1096,clout,4.15,1.58,1.0,easy
5346,spiel,4.15,1.7,1.0,easy
3359,lucio,4.15,1.74,1.0,easy
5522,suppl,4.15,1.08,1.0,easy
5779,timor,4.15,2.92,1.0,easy
3934,octal,4.15,1.57,1.0,easy
3999,osage,4.15,1.42,1.0,easy
4799,sabot,4.15,2.33,0.99,easy
6309,whorl,4.16,1.31,1.0,easy
1634,ducal,4.16,2.33,1.0,easy
158,altai,4.16,1.18,1.0,easy
1100,clubs,4.16,4.56,1.0,easy
5605,talks,4.16,6.96,1.0,easy
5613,tamil,4.16,1.23,1.0,easy
1104,clump,4.16,2.15,1.0,easy
3655,moira,4.16,1.29,1.0,easy
5996,udall,4.16,1.32,1.0,easy
6028,unmet,4.16,1.89,1.0,easy
292,assay,4.16,5.91,1.0,easy
1114,coals,4.16,7.73,0.98,easy
5334,speed,4.16,7.97,0.99,easy
5125,sixty,4.16,5.09,0.99,easy
5927,tryst,4.16,1.15,1.0,easy
5994,tyros,4.16,1.73,1.0,easy
1669,durum,4.16,1.73,1.0,easy
4045,paean,4.16,1.08,0.99,easy
2123,freda,4.16,1.51,1.0,easy
4619,resow,4.16,1.87,1.0,easy
5751,thunk,4.16,1.19,1.0,easy
2831,ishim,4.16,1.32,1.0,easy
4064,palmy,4.16,17.49,0.99,easy
6119,vicar,4.16,2.28,1.0,easy
4728,roost,4.16,1.42,1.0,easy
5217,smite,4.16,3.82,1.0,easy
1847,evita,4.16,2.95,1.0,easy
2799,ingot,4.16,1.3,1.0,easy
2378,grace,4.16,6.46,1.0,easy
5542,swarm,4.16,3.6,0.99,easy
1170,contd,4.16,2.36,1.0,easy
2562,heaps,4.16,4.34,1.0,easy
2541,haunt,4.16,4.47,0.97,easy
535,bigot,4.16,1.89,0.99,easy
5182,slink,4.16,4.31,1.0,easy
1054,clang,4.17,2.84,1.0,easy
3213,lhasa,4.17,1.09,1.0,easy
6324,wilds,4.17,7.47,0.99,easy
6211,waltz,4.17,4.04,0.99,easy
6230,waste,4.17,12.57,0.98,easy
2613,hijab,4.17,1.92,1.0,easy
6011,unbox,4.17,1.52,1.0,easy
6017,undue,4.17,2.06,1.0,easy
2699,houri,4.17,1.32,1.0,easy
4844,sandy,4.17,2.9,0.97,easy
3743,murky,4.17,3.46,1.0,easy
3808,necks,4.17,5.64,0.99,easy
2687,horns,4.17,7.59,0.98,easy
4600,remit,4.17,4.18,0.99,easy
6136,vinyl,4.17,1.14,1.0,easy
5079,sibyl,4.17,1.26,1.0,easy
387,balmy,4.17,4.13,0.99,easy
4920,scrim,4.17,1.29,1.0,easy
808,burns,4.17,5.33,0.99,easy
230,aphid,4.17,3.59,1.0,easy
1902,farsi,4.17,1.3,1.0,easy
5506,suety,4.17,1.15,1.0,easy
2709,hubei,4.17,2.68,1.0,easy
2068,flynn,4.17,1.44,1.0,easy
3981,opine,4.17,2.29,1.0,easy
2334,godot,4.17,1.28,1.0,easy
2209,gansu,4.17,1.86,1.0,easy
4891,scarf,4.17,8.2,0.99,easy
269,arsed,4.17,1.23,1.0,easy
977,cheer,4.17,8.31,0.99,easy
5463,stony,4.17,6.43,0.98,easy
5465,stool,4.17,7.49,0.97,easy
4234,pivot,4.17,4.12,1.0,easy
5724,thews,4.17,3.42,0.99,easy
1259,crete,4.17,3.09,1.0,easy
1854,excel,4.17,11.25,1.0,easy
563,blade,4.17,19.72,0.97,easy
3179,legal,4.17,4.65,0.98,easy
5136,skies,4.17,5.44,0.98,easy
5193,sloth,4.17,1.6,0.98,easy
154,aloof,4.17,4.06,0.99,easy
6111,vesta,4.18,1.72,1.0,easy
1509,ditto,4.18,2.1,1.0,easy
48,adder,4.18,3.96,0.99,easy
55,adios,4.18,1.96,0.99,easy
115,alamo,4.18,6.33,1.0,easy
3080,kyoto,4.18,4.55,1.0,easy
2958,junta,4.18,1.85,0.99,easy
169,amati,4.18,1.63,1.0,easy
193,andre,4.18,2.47,1.0,easy
1493,dingy,4.18,4.97,0.97,easy
6006,umiak,4.18,5.25,1.0,easy
6021,unify,4.18,1.08,1.0,easy
5420,stars,4.18,5.62,0.98,easy
5448,stile,4.18,2.42,0.98,easy
3522,mckay,4.18,4.8,0.99,easy
3423,mahdi,4.18,1.64,0.98,easy
784,bulky,4.18,3.21,0.99,easy
3776,nahum,4.18,2.36,0.99,easy
513,besot,4.18,66.77,1.0,easy
5553,swell,4.18,4.15,0.98,easy
1160,comte,4.18,4.57,1.0,easy
245,arden,4.18,1.39,0.99,easy
3870,nohow,4.18,1.41,1.0,easy
3851,niobe,4.18,2.57,1.0,easy
4830,sally,4.18,15.15,1.0,easy
2323,gnarl,4.18,1.62,1.0,easy
3971,onega,4.18,4.04,1.0,easy
4906,scope,4.18,2.53,1.0,easy
4761,rubin,4.18,1.37,1.0,easy
3964,olson,4.18,1.33,0.99,easy
4648,ridgy,4.18,1.14,1.0,easy
979,chemo,4.18,1.49,0.99,easy
3344,loved,4.18,10.4,0.98,easy
5947,tunic,4.18,1.76,0.99,easy
5983,twist,4.18,2.59,1.0,easy
5856,towns,4.18,5.69,0.97,easy
742,brink,4.18,3.05,1.0,easy
1279,cross,4.18,8.26,1.0,easy
1833,ethyl,4.18,1.26,1.0,easy
1737,eldon,4.18,1.22,1.0,easy
4590,rehab,4.18,3.76,0.98,easy
4548,raven,4.18,3.76,0.99,easy
1516,divot,4.19,2.87,1.0,easy
6260,weill,4.19,2.77,1.0,easy
285,askew,4.19,1.27,0.99,easy
1618,drops,4.19,4.07,0.97,easy
1434,delta,4.19,2.13,0.99,easy
6012,uncap,4.19,1.76,1.0,easy
208,ankhs,4.19,1.86,1.0,easy
233,apple,4.19,7.67,1.0,easy
5018,sheaf,4.19,2.71,0.98,easy
288,aspen,4.19,1.9,1.0,easy
4002,osier,4.19,2.54,0.95,easy
5560,swing,4.19,4.9,1.0,easy
254,argus,4.19,2.9,1.0,easy
2101,forum,4.19,1.29,1.0,easy
2331,goats,4.19,76.63,0.99,easy
2147,frosh,4.19,1.38,1.0,easy
4899,schwa,4.19,1.45,1.0,easy
2327,gnome,4.19,2.43,1.0,easy
2263,ghent,4.19,1.11,0.98,easy
5796,titus,4.19,6.07,0.99,easy
5363,splat,4.19,3.34,0.99,easy
3041,knead,4.19,1.37,1.0,easy
5213,smell,4.19,4.53,0.99,easy
5573,swung,4.19,5.01,1.0,easy
5626,tanya,4.19,1.81,1.0,easy
4792,rutan,4.19,2.14,1.0,easy
570,blank,4.19,3.87,0.99,easy
4179,petty,4.19,5.83,0.99,easy
4184,phial,4.19,1.61,1.0,easy
708,brake,4.19,5.38,0.97,easy
5070,shrug,4.19,1.48,0.99,easy
5492,stump,4.19,4.79,0.98,easy
1600,dread,4.19,4.71,0.99,easy
1314,curio,4.19,1.6,1.0,easy
294,asset,4.19,1.56,1.0,easy
171,amber,4.19,6.45,0.99,easy
1780,enact,4.19,1.07,1.0,easy
1453,deuce,4.19,2.46,1.0,easy
757,brown,4.19,9.53,0.99,easy
2417,gripe,4.19,2.18,0.97,easy
3966,omani,4.19,1.36,1.0,easy
1614,droll,4.19,3.82,0.98,easy
6150,vitae,4.19,1.35,1.0,easy
135,alike,4.19,5.85,1.0,easy
102,aimed,4.19,8.2,0.98,easy
3271,lived,4.19,8.94,0.96,easy
3374,lunar,4.19,2.69,0.99,easy
4811,safer,4.19,7.26,0.95,easy
5388,spurs,4.19,3.01,1.0,easy
1085,clock,4.19,8.56,1.0,easy
5518,sunni,4.19,1.26,1.0,easy
5529,surya,4.19,1.32,0.99,easy
6477,yukon,4.19,1.52,0.99,easy
77,afoul,4.19,1.28,1.0,easy
6232,water,4.19,11.2,0.97,easy
6375,woolf,4.19,1.53,0.97,easy
4566,rebel,4.2,7.17,0.99,easy
1576,downs,4.2,4.01,0.99,easy
4229,pitch,4.2,8.47,0.99,easy
6292,whiff,4.2,1.89,1.0,easy
5455,stirs,4.2,6.42,0.99,easy
1030,chute,4.2,1.24,0.99,easy
2758,ictus,4.2,1.53,1.0,easy
1213,covid,4.2,1.6,0.99,easy
6141,vireo,4.2,1.64,0.99,easy
261,armor,4.2,4.62,0.98,easy
3023,kiosk,4.2,1.36,1.0,easy
4636,rhode,4.2,2.0,1.0,easy
750,broke,4.2,7.01,0.98,easy
3171,ledge,4.2,5.17,1.0,easy
490,belly,4.2,8.49,0.99,easy
1211,covet,4.2,8.66,1.0,easy
988,chick,4.2,27.87,1.0,easy
3942,offal,4.2,1.57,1.0,easy
12,abets,4.2,2.15,1.0,easy
1811,erika,4.2,1.44,1.0,easy
2979,katie,4.2,1.76,0.99,easy
5647,taste,4.2,5.48,0.99,easy
3607,mimic,4.2,8.7,1.0,easy
5357,spiro,4.2,1.82,0.97,easy
4125,peale,4.2,1.26,1.0,easy
4067,panel,4.2,3.88,0.99,easy
1635,ducat,4.2,2.34,1.0,easy
1839,evans,4.2,1.3,0.99,easy
3326,lords,4.2,8.14,0.95,easy
6079,vault,4.2,6.1,0.99,easy
6001,ulnar,4.2,1.32,1.0,easy
4573,recto,4.2,1.17,1.0,easy
1555,doric,4.2,2.28,1.0,easy
4866,saudi,4.2,1.63,0.99,easy
5011,shark,4.2,5.59,1.0,easy
68,advil,4.2,1.81,0.99,easy
6247,weave,4.2,3.64,0.99,easy
1425,deist,4.2,1.93,0.99,easy
6042,urban,4.2,1.36,1.0,easy
6057,utter,4.21,14.12,0.98,easy
1627,drupe,4.21,1.85,1.0,easy
4379,prone,4.21,9.49,0.98,easy
6065,valet,4.21,2.95,0.98,easy
4405,puget,4.21,2.13,0.99,easy
4572,recon,4.21,1.91,0.99,easy
1897,farce,4.21,2.51,1.0,easy
1773,emily,4.21,1.21,1.0,easy
1371,daryl,4.21,1.31,1.0,easy
1305,cupid,4.21,2.77,1.0,easy
682,bough,4.21,4.49,0.99,easy
3330,lorna,4.21,1.44,1.0,easy
3286,lobar,4.21,1.29,1.0,easy
3694,morph,4.21,1.4,1.0,easy
3427,maine,4.21,12.22,0.99,easy
4700,robyn,4.21,1.33,1.0,easy
1733,eland,4.21,1.27,1.0,easy
5479,stray,4.21,3.01,0.99,easy
2637,hoard,4.21,2.82,1.0,easy
916,carve,4.21,2.97,0.98,easy
3032,klein,4.21,1.45,1.0,easy
760,bruin,4.21,1.24,1.0,easy
2436,gruel,4.21,2.49,0.99,easy
1243,crazy,4.21,5.3,0.99,easy
4762,ruble,4.21,66.31,1.0,easy
2871,jason,4.21,7.21,1.0,easy
301,atari,4.21,1.77,1.0,easy
2902,jihad,4.21,1.48,1.0,easy
1014,chomp,4.21,1.65,1.0,easy
3910,nyasa,4.21,1.4,0.99,easy
5734,thole,4.21,1.54,0.99,easy
2404,greet,4.21,3.99,0.97,easy
3928,occam,4.21,1.64,1.0,easy
4910,scott,4.21,3.73,0.99,easy
1303,cumin,4.21,1.48,1.0,easy
2138,frito,4.21,1.3,0.97,easy
3939,odets,4.21,1.93,0.98,easy
4666,ringo,4.21,1.67,1.0,easy
955,chaff,4.21,4.71,1.0,easy
3385,lurks,4.21,5.11,0.98,easy
5060,shots,4.21,8.23,0.99,easy
715,bravo,4.21,2.66,0.98,easy
5116,sisal,4.21,1.4,1.0,easy
144,alley,4.21,2.86,1.0,easy
2785,incas,4.21,1.48,1.0,easy
2992,kelli,4.21,1.81,1.0,easy
3007,khufu,4.21,1.14,1.0,easy
2809,intel,4.21,1.31,1.0,easy
1027,chunk,4.21,1.45,1.0,easy
5537,swamp,4.21,3.38,1.0,easy
1508,ditsy,4.21,1.29,0.99,easy
4433,pusan,4.21,1.15,1.0,easy
6387,wotan,4.21,2.08,0.98,easy
4608,reorg,4.22,1.71,1.0,easy
4142,peggy,4.22,7.45,1.0,easy
3913,oaken,4.22,2.76,1.0,easy
3779,nails,4.22,8.86,0.93,easy
3759,mylar,4.22,1.92,1.0,easy
3888,noted,4.22,3.55,0.98,easy
3712,mousy,4.22,1.77,0.99,easy
1201,couch,4.22,5.9,0.98,easy
5577,syncs,4.22,1.7,1.0,easy
928,caulk,4.22,1.98,1.0,easy
2015,flaky,4.22,2.96,0.98,easy
1981,filth,4.22,3.24,0.99,easy
5739,thous,4.22,1.41,1.0,easy
3815,nelda,4.22,1.37,1.0,easy
5667,tease,4.22,1.99,0.98,easy
3603,milne,4.22,1.87,0.99,easy
3949,ogles,4.22,1.46,0.99,easy
5520,sunup,4.22,1.47,1.0,easy
5631,tapir,4.22,1.54,1.0,easy
5024,sheer,4.22,9.58,0.99,easy
1868,exurb,4.22,66.26,1.0,easy
1326,cutup,4.22,1.32,1.0,easy
35,acres,4.22,4.19,0.98,easy
734,brief,4.22,9.41,0.98,easy
5394,squaw,4.22,14.3,0.99,easy
2774,illus,4.22,2.21,1.0,easy
5457,stock,4.22,3.71,1.0,easy
24,abuts,4.22,1.43,1.0,easy
6160,vogue,4.22,3.42,1.0,easy
1603,dregs,4.22,3.62,0.97,easy
1577,downy,4.22,2.51,0.99,easy
3197,leper,4.22,8.94,0.99,easy
6148,visor,4.22,1.86,0.99,easy
3110,lands,4.22,11.31,0.97,easy
3152,layup,4.22,1.92,1.0,easy
2832,isiah,4.22,3.15,1.0,easy
4148,pence,4.22,6.26,1.0,easy
4123,peaks,4.22,8.31,0.98,easy
1765,emacs,4.22,1.69,1.0,easy
1818,eruct,4.22,1.2,1.0,easy
5467,stops,4.22,4.49,0.99,easy
3038,knack,4.22,2.5,1.0,easy
5313,soyuz,4.22,2.22,0.99,easy
58,admen,4.22,1.45,0.99,easy
62,adobe,4.22,1.13,1.0,easy
2778,imbue,4.22,1.76,1.0,easy
281,ashes,4.22,6.3,0.99,easy
6109,verso,4.22,1.45,0.99,easy
4478,quire,4.22,5.06,0.99,easy
1594,drano,4.22,1.29,1.0,easy
4271,plumb,4.23,3.07,0.99,easy
6107,versa,4.23,1.24,1.0,easy
5101,silva,4.23,1.4,1.0,easy
5322,spare,4.23,3.85,0.99,easy
2987,kebab,4.23,1.51,1.0,easy
3039,knapp,4.23,1.31,1.0,easy
3079,kusch,4.23,1.35,1.0,easy
5845,total,4.23,8.2,0.98,easy
761,bruit,4.23,1.36,1.0,easy
3315,looks,4.23,13.82,0.98,easy
600,blond,4.23,1.57,0.99,easy
6116,vials,4.23,3.53,0.99,easy
4253,plays,4.23,95.46,0.96,easy
4726,rooms,4.23,6.31,0.99,easy
172,ambit,4.23,1.25,0.99,easy
181,amish,4.23,1.42,1.0,easy
867,camel,4.23,3.62,1.0,easy
2623,hindu,4.23,2.34,1.0,easy
5502,sudan,4.23,1.34,1.0,easy
4516,ralph,4.23,1.46,1.0,easy
5974,twerp,4.23,1.72,0.98,easy
4189,photo,4.23,1.27,1.0,easy
1118,cobra,4.23,1.64,1.0,easy
2450,guile,4.23,9.9,0.99,easy
2242,gecko,4.23,1.68,1.0,easy
3726,mufti,4.23,1.2,1.0,easy
4953,seiko,4.23,1.54,0.99,easy
3839,nigel,4.23,1.53,0.98,easy
3809,needs,4.23,8.29,0.97,easy
197,angie,4.23,2.85,1.0,easy
3206,level,4.23,9.04,1.0,easy
1861,expat,4.23,1.61,1.0,easy
3287,lobby,4.23,16.03,0.99,easy
1267,crimp,4.23,1.72,0.99,easy
4773,rules,4.23,7.72,0.99,easy
4729,roots,4.23,5.58,0.98,easy
1642,duels,4.23,2.52,0.98,easy
1819,erupt,4.23,1.38,1.0,easy
2519,haply,4.23,15.02,0.97,easy
326,avert,4.23,2.71,1.0,easy
3182,legit,4.23,1.54,0.99,easy
508,berta,4.23,1.45,1.0,easy
4010,outdo,4.23,1.73,1.0,easy
4618,resit,4.23,1.33,0.98,easy
1893,fancy,4.23,16.61,0.96,easy
1617,droop,4.23,4.11,1.0,easy
1401,debug,4.23,1.57,1.0,easy
6010,unbid,4.23,1.53,0.98,easy
577,bleak,4.23,3.28,1.0,easy
987,chiba,4.23,1.59,0.99,easy
4488,quoth,4.23,2.49,1.0,easy
4569,rebut,4.23,2.55,0.98,easy
286,asoka,4.23,1.45,1.0,easy
4577,redye,4.24,1.6,0.99,easy
4231,piton,4.24,1.52,1.0,easy
6129,vigor,4.24,3.72,0.99,easy
289,aspic,4.24,1.48,0.98,easy
6210,walsh,4.24,1.53,1.0,easy
125,aleut,4.24,1.31,0.99,easy
3050,knobs,4.24,15.73,1.0,easy
1005,chirp,4.24,1.78,0.97,easy
3224,liens,4.24,1.53,0.97,easy
4805,sacra,4.24,1.74,0.99,easy
2093,forge,4.24,8.01,1.0,easy
173,amble,4.24,1.23,0.99,easy
1776,emoji,4.24,4.11,1.0,easy
3799,naval,4.24,6.64,1.0,easy
5411,stalk,4.24,7.27,0.94,easy
717,brawn,4.24,2.3,0.99,easy
2339,golan,4.24,3.71,1.0,easy
1940,fence,4.24,6.99,1.0,easy
3926,ocala,4.24,1.8,1.0,easy
3714,moved,4.24,75.23,0.98,easy
5244,snipe,4.24,1.86,1.0,easy
4085,paris,4.24,9.5,0.95,easy
1763,elvis,4.24,2.28,1.0,easy
4702,rocha,4.24,1.47,1.0,easy
4900,scion,4.24,1.64,1.0,easy
4055,pairs,4.24,6.81,0.99,easy
830,bylaw,4.24,1.4,0.99,easy
4487,quote,4.24,2.5,1.0,easy
39,acton,4.24,1.85,1.0,easy
3968,omens,4.24,3.08,0.99,easy
4720,ronda,4.24,2.01,0.98,easy
2433,grown,4.24,4.43,0.94,easy
5480,strep,4.24,1.43,0.99,easy
5486,strut,4.24,1.39,0.99,easy
5131,skein,4.24,1.36,0.99,easy
2836,issac,4.24,2.34,0.99,easy
1605,dried,4.24,6.87,0.97,easy
4106,patsy,4.24,1.3,0.99,easy
2891,jesse,4.25,4.99,1.0,easy
3011,kieth,4.25,1.41,0.96,easy
2784,inbox,4.25,1.83,1.0,easy
2792,indra,4.25,2.13,1.0,easy
4482,quito,4.25,2.02,1.0,easy
2697,houma,4.25,1.85,1.0,easy
2646,hogan,4.25,2.78,1.0,easy
5485,strum,4.25,2.03,1.0,easy
725,brest,4.25,2.88,0.98,easy
4518,ramie,4.25,1.77,1.0,easy
5815,tombs,4.25,5.11,0.97,easy
5850,tough,4.25,3.24,0.99,easy
1837,euros,4.25,2.52,0.98,easy
3645,mobil,4.25,1.25,1.0,easy
3646,mocha,4.25,1.44,1.0,easy
3596,milch,4.25,4.85,0.99,easy
2604,hewed,4.25,7.7,0.97,easy
1932,feign,4.25,2.37,0.99,easy
4808,sadhu,4.25,1.42,1.0,easy
4639,rials,4.25,1.31,0.99,easy
3352,luann,4.25,1.67,1.0,easy
3357,lucia,4.25,2.43,1.0,easy
737,brigs,4.25,3.91,0.99,easy
5766,tilde,4.25,1.39,0.99,easy
5787,tired,4.25,9.28,0.98,easy
3481,marsh,4.25,1.44,0.99,easy
5407,stain,4.25,3.19,0.96,easy
5544,swath,4.25,1.65,0.99,easy
5516,sumac,4.25,1.4,0.99,easy
3254,lingo,4.25,3.63,0.96,easy
2489,hague,4.25,1.16,1.0,easy
2570,hebei,4.25,1.7,1.0,easy
5558,swims,4.25,6.34,0.98,easy
869,camps,4.25,7.55,0.99,easy
3807,neath,4.25,1.37,1.0,easy
180,amino,4.25,1.5,1.0,easy
1696,easts,4.25,2.0,0.96,easy
4978,servo,4.25,4.63,0.99,easy
4869,saved,4.25,7.97,0.97,easy
207,anita,4.25,1.52,1.0,easy
1116,coats,4.25,17.03,0.96,easy
2317,glued,4.25,5.56,0.99,easy
5791,titan,4.25,1.5,0.97,easy
1707,edams,4.25,1.72,0.98,easy
1758,elude,4.25,10.22,1.0,easy
6158,vocal,4.25,4.03,0.99,easy
4743,roust,4.25,1.2,0.99,easy
3953,okapi,4.25,1.5,1.0,easy
2401,greek,4.25,8.54,0.99,easy
273,aruba,4.25,1.68,1.0,easy
995,chill,4.25,3.93,0.97,easy
5332,speck,4.25,2.24,0.98,easy
5998,ukase,4.25,2.09,0.98,easy
1476,digit,4.25,1.78,1.0,easy
312,audio,4.25,1.55,1.0,easy
4241,plait,4.25,2.83,1.0,easy
1646,dukes,4.25,7.42,0.97,easy
1677,dweeb,4.25,1.37,1.0,easy
6448,yearn,4.25,1.27,1.0,easy
4557,react,4.25,1.98,1.0,easy
